No,Tgl_Iklan,url,harga,Kota,LT,LB,KT,KM,KTP,KMP,carport,garasi,listrik,surat,judul,deskripsi
63,31-03-2021,https://www.rumah.com/listing-properti/dijual-bekasi-oleh-amy-18197099,3200000000,Bekasi,200,220,4,3,1,1,2,0,3500,SHM,Rumah dijual,"Dijual Murah Rumah Cantik Dalam Cluster Asia Tropis Harapan Indah Bekasi



Harga 3.2M nego



Spesifikasi rumah :

Luas tanah (PxL) : 10*20 = 200

Luas bangunan (PxL) : 220

Kamar tidur : 4+1

Kamar mandi : 3+1

Carpot / garasi muat berapa mobil : 2 mobil

Sudah renovasi

Semi furnished (semua barang yg menempel di tembok di tinggal)

Listrik : 3500W

Air Pam

2 Lantai

Hadap Timur



Fasilitas Cluster: 

Sportclub, swimming pool, gym, bulu tangkis, lapangan basket, taman bermain anak, one get sistem, security 24jam.



feryan
                                    "
64,31-03-2021,https://www.rumah.com/listing-properti/dijual-taman-bekasi-asri-bekasi-oleh-paulina-pola-18301165,2500000000,Bekasi,131,150,3,3,0,0,1,0,2200,SHM,"Perumahan Taman Bekasi Asri, Pengasinan. Bekasi Timur","Rumah bebas banjir di Taman Bekasi Asri, Pengasinan. Bekasi Timur

Rumah sangat strategis dan bebas banjir.

5 menit dari Tol Bekasi Timur

5 menit dari Rumah Sakit Mitra Keluarga Timur

5 menit dari stasiun MRT Bekasi

Dikelilingi Pertokoan, Mall, Tempat Ibadah, sekolah

Bisa dibantu KPR.

Utk survey dan kansultasi bisa wa 081808112934
                                    "
65,31-03-2021,https://www.rumah.com/listing-properti/dijual-harapan-indah-oleh-hengkie-tse-18289537,825000000,Bekasi,75,38,2,1,0,0,1,0,1300,PPJB,Dijual rumah baru di harapan indah 1 dekat sekolah saint John. Bekasi,"Dijual rumah baru di harapan indah 1 dekat sekolah saint John. Bekasi



LT = 75 m

LB = 38 m

Kt = 2

Km = 1

PPJB

Atap baja ringan

Ada sisa tanah sedikit di belakang. 

Harga 825 juta nego

Tse - M2
                                    "
66,31-03-2021,https://www.rumah.com/listing-properti/dijual-bekasi-utara-bekasi-oleh-mohammad-agus-budiono-18363285,3600000000,Bekasi,300,300,4,3,0,0,2,1,900,SHM,"Bekasi Utara Rumah Mewah 2,5 Lantai Tanah Luas Full Renovasi","RUMAH MEWAH 2,5 LANTAI TANAH LUAS DI BEKASI UTARA,SELANGKAH KE PONDOK UNGU PERMAI DAN MARAKASH





Bangunan Kokoh, Kuat Dan Menggunakan Material-Material Yang Berkualitas







Spesifikasi Bangunan :



Kamar Tidur 4



Kamar Mandi 3



Luas Tanah 300 M2



Luas Bangunan 300 M2 Full Tingkat



2,5 Lantai



Garasi 1 Mobil



Carport 2 Mobil



Sumber Air : Jetpump



Listrik : 900 Va Bisa Di Naikan 4400 Va



Orientasi : Hadap Selatan



Semi Furnished



Legalitas : Shm + Imb



 



Fasilitas :



Taman 100 M2 / 1 Pohon Mangga



Kolam Ikan 40 M2



Ruang Keluarga



Ruang Makan



Mini Bar



Teras Depan  



Kamar Cuci



Dapur



Balkon 2



Ruang Jemur Lantai 3



 



Selling Point :



Dekat Ke Pondok Ungu Permai



Dekat Ke Marakash



Dekat Menit Harapan Indah



Dekat Dari Stasiun Bekasi



Dekat Dari Mal Summarecon Bekasi



Dekat Dari Gerbang Tol Bekasi Barat



Dekat Dari Grand Mall, Bcp, Giant Bekasi, Mall Metropolitan



Dekat Dari Alun“ Bekasi



Dekat Dari Rumah Sakit Mitra Keluarga



Dekat Dari Kantor Pemerintahan



 



Spesifikasi Konstruksi :



Pondasi : Batu Kali + Selup Bertulang + Ampar Besi Wire Mess



Dinding : Full Bata Merah



Atap : Kayu Kamper Medan + Genteng Kramik



Lantai Ruangan : Granit 60x60cm Dan 100x100cm



Plafon : Gipsum Dan GRC



Kusen : Kamper Samarinda + Engsel Stainless



Cat Dinding : Nippon Wither Bond & Spotless



Gerbang : Galvanis Finishing Coating Fowder



Lampu Full Led



 



Harga 3,6 M (Nego Tipis)



 



Cara Bayar :



Cash



Kpr





HUBUNGI : AGUS US

No.Tlpn : 0895-1246-4442

No.Wa  : 0896-7234-7255



Cari Tau Di Link Instagram Dibawah Ini :



https://www.instagram.com/p/CMigJ6jFQ9P/?igshid=5ssgimrmlbvz
                                    "
67,31-03-2021, https://www.rumah123.com/properti/bekasi/hos8103224,485000000,Bekasi,60,36,2,1,0,0,1,0,1300,SHM,Rumah Setia Huni di Mutiara Gading City,"Dijual Rumah Setia Huni di Mutiara Gading City
DI JUAL RUMAH TINGGAL

Setia Asih, Tarumajaya,Bekasi
LT/LB: 60 / 36 - -
KT: 2
KM: 1
Tingkat: 1
Hadap: Utara
Listrik: 1300 watt
Keamanan 24 Jam, Dekat Sekolah, Dekat Rumah Sakit, Dekat Jalan Raya, Dekat Jalan Toll, Dekat Tempat Ibadah, Dekat SPBU, Pusat Bisnis, Ruang Tamu, Ruang Mandi, Gudang, Jalur Angkot, Jogging Track, ad canopy
SHM

HARGA : Rp. 485.000.000

Click and Call.We do it all:
WINPRO88
Angeline
0811 8208 998"
68,31-03-2021,https://www.rumah123.com/properti/bekasi/hos8103175/,850000000,Bekasi,29,72,2,2,0,0,1,0,1300,SHM,Rumah 2 Lantai Hunian Asri di Mutiara Gading City,"Dijual Rumah 2 Lantai Hunian Asri di Mutiara Gading City
DI JUAL RUMAH TINGGAL

Setia Asih, Tarumajaya,Bekasi
LT/LB: 29 / 72 - -
KT: 2
KM: 2
Tingkat: 2
Hadap:
Listrik: 1300 watt
Keamanan 24 Jam, Dekat Sekolah, Dekat Rumah Sakit, Dekat Jalan Raya, Dekat Jalan Toll, Dekat Tempat Ibadah, Dekat SPBU, Pusat Bisnis, Ruang Tamu, Ruang Mandi, Gudang, Bebas Banjir, Dapur Kering, Ruang Keluarga, Jalur Angkot, Jogging Track
SHM

HARGA : Rp. 850.000.000/nego

Click and Call.We do it all:
WINPRO88
Angeline
0811 8208 998"
69,31-03-2021,https://www.rumah123.com/properti/bekasi/hos8103126/,34000000,Bekasi,60,60,2,1,0,0,1,0,,PPJB,Rumah Luas Tanah 60 di Villa Gading Harapan Vgh pintu gerbang barat Kebalen Bekasi,"Di Jual Rumah Luas Tanah 60 di Villa Gading Harapan Vgh pintu gerbang barat Kebalen Bekasi

Siap di pasarkan
Luas tanah 60 m
2KT
1 KM
Ada tempat cuci

Harga 340 jt nett

Rn/nad"
70,31-03-2021,https://www.rumah123.com/properti/bekasi/hos8103138/,448800000,Bekasi,72,36,2,1,0,0,1,0,1300,SHM,Rumah baru Bekasi 5 menit Kantor Kecamatan Setu Bekasi! SHM,"Lagi cari-cari rumah di Bekasi dengan harga yang terjangkau??
Apalagi kalau cari rumah di pinggir jalan?
Pastinya sudah mahal banget ya kan?

Nah rumah yang 1 ini menjadi solusinya
Grand Setu City
Rumah di Bekasi dengan harga sekitar 400-500 jutaan
Bahkan untuk rumah 2 lantai mulai dari 500 jutaan aja!
Wow murah banget kaaann??

Soal rumah jangan khawatir!
Legalitas terjamin! Clear!

Dilengkapi dengan fasilitas umum yang lengkap!!
Ada taman, mushola, dan playground!
Yang bikin kamu dan keluarga betah berlama-lama dirumah!

Gratis custome layout ruangan!
plus kamu sudah dapat langsung!
1. toren
2. jetpump
3. Taman
4. kanopi

Plus sudah SUDAH FREE ALL BIAYA!
Tanpa biaya-biaya lagi!

Lokasi strategis banget hanya :
5 menit Tol Jor
5 menit Kantor Kecamatan Setu Bekasi
15 menit Waterpark
15 menit Pusat Industri MM 2100
10 menit SMPN 1 Setu
15 menit Grand Wisata Cibubur
Yuk langsung calling kami
0851.5863.6623 wa/call
0821.1401.5488 wa/call
#sambut2021#memudahkanmenentramkan#rumahdijualjakarta #rumahdijualdide"
71,31-03-2021,https://www.rumah123.com/properti/bekasi/hos8103102/,450000000,Bekasi,60,60,1,1,0,0,1,0,1300,SHM,Rumah Siap Huni Dekat Tempat Wisata di Mutiara Gading City,"Jual Rumah Siap Huni Dekat Tempat Wisata di Mutiara Gading City
DI JUAL RUMAH TINGGAL

Setia Asih, Tarumajaya,Bekasi
LT/LB: 60 / 60 - -
KT: 1
KM: 1
Tingkat: 1
Hadap:
Listrik: 1300 watt
Keamanan 24 Jam, Dekat Sekolah, Dekat Rumah Sakit, Dekat Jalan Raya, Dekat Jalan Toll, Dekat Tempat Ibadah, Dekat SPBU, Pusat Bisnis, Ruang Tamu, Ruang Mandi, Bebas Banjir, Dapur Kering, Ruang Keluarga, Jalur Angkot, Jogging Track, dekat bank mandiri, taman
SHM

HARGA : Rp. 450.000.000

Click and Call.We do it all:
WINPRO88
Angeline
0811 8208 998"
72,31-03-2021,https://www.rumah123.com/properti/bekasi/hos8103095/,1150000000,Bekasi,105,90,2,1,1,0,1,0,2200,SHM,Rumah Siap Huni Di Pekayon Indah Galaxy Bekasi,"Dijual Rumah Siap Huni Di Pekayon Indah Galaxy Bekasi

Harga 1.150m

Lokasi : komplek pondok pekayon indah bekasi selatan

Spesifikasi Rumah :
Luas Tanah 105
Luas Bangunan 90
Kamar Tidur 2+1
Kamar Mandi 1
Listrik 2200
Air Tanah dan Pam

Sertifikat SHM


Jalanan Luas
Bangunan masih sangat layak
Lokasi Dekat dengan pusat Kota :
+ Mall Grand Galaxy Park
+ RS Omni dan RS Hermina Galaxy
+ Dikelilingi Banyak Sekolahan
+ Kantor Polisi
+ Banyak jajanan Kuliner
+ Tempat Ibadah
+ Giant
+ Kecamatan
+ Kelurahan
+ Puskesmas

Rumah Bersih, Terawat, dan Siap Huni


Info lengkap dan survey hub
April


*tw"
73,31-03-2021,https://www.rumah123.com/properti/bekasi/hos8103064/,675000000,Bekasi,78,78,3,1,0,0,1,0,,PPJB,Rumah Luas Tanah 78 di bintang Metropol Bekasi Utara,"Rumah Luas Tanah 78 di bintang Metropol Bekasi Utara

Luas tanah 78 m
3 Kamar Tidur
1 Kamar Mandi

Harga 675 jt negoo

Rn/nad"
74,31-03-2021,https://www.rumah123.com/properti/bekasi/hos8103025/,769000000,Bekasi,60,53,2,2,0,0,1,0,2200,SHM,"Rumah 2 lantai murah dalam perumahan muslim terbesar Bekasi Kota. Akses jalan lebar dekat tol dan stasiun LRT, KRL. Tidak banjir. Rp 699 Juta","GSH Properti - Mustikasari, Bekasi Timur
(detail BACA CAPTION)

Janji temu dan konsultasi :
Ka Ambar - 0812 1331 8438

SKEMA JUAL BELI SESUAI SYARIAT, TANPA RIBA.
TANPA KPR BANK, TERSEDIA SKEMA CICIL DEVELOPER TENOR MAKSIMAL 10 TH

Bismillaah,
Rumah modern, elegan dan futuristik, mengakomidir kebutuhan keluarga muslim saat ini. Hunian islami dengan lokasi strategis dan akses mudah dijangkau dari/ke Jakarta, Cikarang, Bandung

Harga Normal Cash Rp 769 Jt
Promo Cash Keras Rp 699 Jt
Bonus : Canopy, AC, LED TV (SKB)

Fasilitas :
One gate pos keamanan
CCTV lingkungan
Masjid jami
Rumah tahfidz
Klinik thibbun nabawi
Kajian rutin
Area Komersil
Jogging track taman

Akses :
0 Km Jl. Raya Mustikasari, dilewati angkutan umum
2+ Km ke tol dan st. LRT Bekasi Timur
5+ Km ke terminal st. Bekasi Timur
8+ Km ke tol Jatiasih

Harga belum termasuk biaya dan pajak

GSH Properti - ""Your Trusted Partner in Sharia Property"""
75,31-03-2021,https://www.rumah123.com/properti/bekasi/hos8103059/,385000000,Bekasi,60,47,2,2,0,0,1,0,1300,SHM,Rumah Nyaman di Bekasi Timur Regency,"Dijual rumah di Perumahan Bekasi Timur Regency, dekat pertokoan, dekat minimarket, hadap utara, bangunan 1 lantai, sudah renov"
76,31-03-2021,https://www.rumah123.com/properti/bekasi/hos8102357/,1178000000,Bekasi,91,95,3,3,1,1,1,0,2200,SHM,Rumah 2 Lantai Ready Stok Paling Murah di Kota Bekasi Dekat Tol Jatiwarna,"Cari Rumah dekat Pintu Tol Jatiwarna?
Cari Rumah dekat Pasar Kranggan?
Cari Rumah dijual di Bekasi dekat ke Jakarta?
Cari rumah 2 lantai Ready di Bekasi Kota?
Cari rumah dijual di Bekasi dekat TSM Cibubur?

Berlokasi sangat strategis :
- 2.5 km Gate Tol Jatiwarna
- 2.8 km Giant Supermarket Jatiwarna
- 2.7 km RS Jampurna
- 5 km jalan Alternatif Cibubur
- Dekat sekolah negeri dan swasta
- Dekat kampus Mercu Buana dan Poltekes
- Dekat tempat ibadah

SPESIFIKASI TAMBAHAN :
- Taman belakang
- SHM IMB
- Tembok double bata merah

BONUS PEMBELIAN SENILAI 40 JUTA:
- Kanopi
- Railing tangga
- Railing lt 2
- Railing Balkon
- Water Heater
- AC 1 Unit
- Lampu Taman
- Stainless Torren

KEUNGGULAN:
- Rumah ready stok
- SHM IMB
- Kemanan 24 Jam
- Camera CCTV
- Tersedia Playground
- Area Parkir terbuka utk tamu
- Lebar Jalan Cor 6-7 meter

jangan sampai keduluan Rumah Mewah Paling Murah dikelasnya.

Segera Survey sambil Nego di Lokasi
office : 085240468464

Abu Properti
solusi properti impian and"
77,31-03-2021,https://www.rumah123.com/properti/bekasi/hos8103023/,1800000000,Bekasi,150,100,4,2,0,0,1,0,2200,SHM,"RUMAH HOOK SIAP HUNI DI GRAND GALAXY,BEKASI","Dekat dengan Mall Grand Galaxy Park
* Dekat dengan RS Hermina,,RS Anna,,RS Omni
* Pusat kuliner kuliner Kekinian
* Dekat dengan Tol Becakayu,Tol Bekasi Barat,Tol JORR Jatiasih
* Dekat dengan bank - bank
* Dekat dengan Sport Club
* Dekat dengan Sekolah Nasional dan Internasional
* Dekat dengan Pasar Modern dan Pusat Perbelanjaan"
78,31-03-2021,https://www.rumah123.com/properti/bekasi/hos8103035/,1600000000,Bekasi,66,70,2,2,0,0,1,0,2200,PPJB,Rumah 2lt dicluster burgundy sumbek bekasi,"Dijual rumah 2lt dicluster burgundy sumbek bekasi

Lt 66m
Lb 70m
Kt 2
Km 2
Listrik 2200w
Pam
Surat lg ppjb klo mau balik nama langsung bisa

Harga 1,6m nego

List ysu/irm
Hubungi July 08111556262"
79,31-03-2021,https://www.rumah123.com/properti/bekasi/hos8102974/,1700000000,Bekasi,114,90,2,2,1,1,1,0,,PPJB,Rumah Luas Tanah 114 Di Harapan Indah Cluster Samata Bekasi,"Di Jual Rumah Luas Tanah 114 Di Harapan Indah Cluster Samata Bekasi

Luas Tanah 114
Luas Bangunan 90
Kamar Tidur 2+1
Kamar Mandi 2+1
Harga 1.7m

Rn/nad"
80,31-03-2021,https://www.rumah123.com/properti/bekasi/hos8103022/,700000000,Bekasi,90,70,1,1,0,0,1,0,1300,SHM,Rumah Siap Huni Di Mutiara Gading City Babelan Bekasi,"Dijual Rumah dlm Cluster di Mutiara Gading City (MGC)
Bekasi
(Belakang Harapan Indah)

LT 90 m2
LB +- 70 m
KT 1 (besar)
KM 1
Listrik 1300 Watt
PAM
SHM
Hadap selatan

Harga 700 jt nego tipis
#iing

Hubungi ; Ratna Tin"
81,31-03-2021,https://www.rumah123.com/properti/bekasi/hos8102994/,759000000,Bekasi,63,64,3,2,0,0,1,0,2200,SHM,Cluster Baru Siap Huni Paling Laku Jati Asih Strategis Dkt Jalan Raya,"Cluster baru 2 lantai promo DP 10% dan free biaya di jatiasih bekasi

Luas bangunn 63m2
Luas tanah 62m2 - 87m2
Kamar tidur 2
Kamar mandi 2

Luas bangunan 68m2
Luas tanah 70m2 - 88m2
Kamar tidur 3
Kamar mandi 2
Carpot
Listrik 2.200watt
Dapur

Harga mulai 740jutaan

Selling point
Akses dua mobil
Dekat sekolahan SD SMP SMA
Dekat ke kelurahan jatiluhur
Dekat ke jalan raya"
82,31-03-2021,https://www.rumah123.com/properti/bekasi/hos8102981/,1999000000,Bekasi,280,220,6,2,0,0,1,0,2200,SHM,Rumah Strategis Murah Di Pinggir Jalan Raya Utama di Jakasampurna Kranji Bekasi,"Dijual rumah dekat pinggir jalan raya utama patriot di Jakasampurna,Kranji.

Spesifikasi :

Luas tanah : 280 m2
Luas bangunan : 220 m2
Kamar tidur : 6
Kamar mandi : 2
Listrik : 2200 watt
Carport 1 mobil
Bebas banjir
Akses jalan 2 mobil
SHM,IMB

Selling point :
~ 10 meter ke jalan raya utama
~ Akses jalan 2 mobil
~ 5 menit ke pasar tradisional kranji
~ 10 menit stasiun kranji
~ 10 menit kalimalang

Harga 1,99 M nego owner

meeting point
https://maps.app.goo.gl/HW3QFHvTp4hmogKK9

ftri"
83,31-03-2021,https://www.rumah123.com/properti/bekasi/hos8102991/,585000000,Bekasi,73,36,2,1,0,0,1,0,1300,SHM,lepas cepat rumah minimalis ditaman elok pondok ungu permai Bekasi,"Dijual rumah minimalis 1 lantai di Taman Elok Pondok Ungu Permai Bekasi Utara dengan sistem keamanan 24 jam lokasi dekat dengan Superindo, Pasar dan Tempat Kuliner
Harga nego
Hubungi EMI ERASKY
Yti"
84,31-03-2021,https://www.rumah123.com/properti/bekasi/hos8101407/,888000000,Bekasi,84,72,3,2,0,0,1,0,1300,SHM,Rumah Baru Paling Laku 2 Unit Lagi Jatiluhur Jatiasih Bekasi,"Rumah Baru Paling LAKU Hanya 2 UNIT lagi jatiluhur jatiasih Bekasi


Blok D1 Harga Rp 888.100.000 LT 84/LB 72 ( 2 lt,KT 3, km 2) Indent
Blok D3A Harga Rp 900.840.000 LT 88/LB 74 ( 2 lt,KT 3, km 2) Indent


Cluster 2 lantai free Canopy yang dapat menjadi pilihan sesuai dengan budget anda.Dengan akses tol Jorr Jatiasih dengan lingkungan yang aman dan nyaman


Free Canopy,Toren

Booking fee Rp 5.000.000 ( mengurangi harga )


SPESIFIKASI BANGUNAN
pondasi : batu kali
struktur: beton bertulang
dinding : bata ringan + plaster+ aci
lantai : Granit tile 60X60
Kusen : almunium
pintu : panel jati double teakwood
kaca : clear glas 5mm
Atap : baja ringan+genteng beton
plafon : gipsum
closet : duduk toto,kran, shower
Surat : SHM - IMB
Listrik : 1300 watt
Air : Jet Pump
Carport : 2 mobil


Fasilitas :

Bebas banjir
Bonus Canopy
One gate system
Security 24 jam+ CCTV
Taman


Selling Point :
50 meter ke jalan utama Wibawa Mukti
Pintu Tol Jatiasih
10 menit ke Superindo
20 menit ke RS Karika Husada
10 menit ke Mcd, KFC da"
85,31-03-2021,https://www.rumah123.com/properti/bekasi/hos8101464/,471000000,Bekasi,72,40,2,1,0,0,1,0,1300,HGB,"Cluster minimalis dekat Sumarecon di Kebalen, Bekasi Utara.","Rumah cluster minimalis dekat summarecon di kebalen Bekasi Utara
Ready dan indent dan ruko 2 unit / kios 6 unit komersil

Type 40/72 Rp.471.000.000

*Booking 2,5 jt*
*DP 0%*
*Free biaya biaya*
*PROMO ALL IN HANYA RP.13.5Jt SAMPAI AKAD*
*Free canopy*

*Data berkas bermasalah kolek 1-5 bisa dibantu proses sampai akad*

Spesifikasi
Tersedia LT : 72 m LT 73, 74, 80, 89, 100, 110,
LB : 40 m
Kamar tidur: 2
Kamar mandi: 1
Carport : 1
Listrik : 1300W
bangunan kokoh kualitas terbaik berikut:
- Pondasi Batu kali
- Dinding Hebel
- Rangka atap baja ringan
- lantai granit

Fasilitas terbaik :
- One Gate System Security 24 jam plus CCTV
- Musholla

Selling point:
- Dekat dengan pusat perbelanjaan (ex Giant wisma asri)
- Akses : 15 menit dari stasiun bekasi
- 15 menit ke Harapan Indah
- 10 menit ke summarecon bekasi
- 5 menit Polsek Babelan(sug)

minat, hubungi
Lekha
Hp/wa/tele 082299127215"
86,31-03-2021,https://www.rumah123.com/properti/bekasi/hos8101392/,1320000000,Bekasi,72,90,3,2,0,0,1,0,2200,SHM,Rumah Cluster Minimalis Strategis Dkt Jalan Raya di Jatiwarna Bekasi,"Rumah Cluster Pinggir Jalan Utama Pondok Gede Akses Tol Jatiwarna Jatimurni Pondok Melati Bekasi.

Spesifikasi

SHM + IMB
Luas Bangunan 90
Luas Tanah Mulai 72
Kamar tidur : 3
Kamar mandi : 2
Listrik 2200
Carport 1 mobil
Air Jet pump

Keunggulan:
- One gate System
-5 menit ke tol Jati warna
-20 menit ke Tol Cibubur
- 10 Menit ke Plaza Pondok Gede
- Dekat ke RS Mitra Keluarga Cibubur
- Dekat ke RS Jatirahayu
- 5 Menit Mcd Jatiwarna
- Dekat Lab School Kranggan,Sd Strada Nawar,Sekolah Alam Bekasi,SMA Handayani,SMA Hutama
- Dekat Superindo Ujung Aspal
- Dekat SPBU
-Transportasi Umum
- Bebas Banjir

Harga Mulai 1,32 M"
87,06-04-2021,https://www.rumah.com/listing-properti/dijual-dijual-rumah-bagus-siap-huni-di-jatiasih-bekasi-akses-mudah-dekat-tol-oleh-ira-rahmi-pradani-18438589,800000000,Bekasi,128,64,3,3,0,0,1,0,,SHM,"Dijual Rumah Bagus Siap Huni Di Jatiasih Bekasi, Akses Mudah Dekat Tol","Dijual Rumah Bagus Siap Huni Di Jatiasih Bekasi, Akses Mudah Dekat Tol





Spesifikasi:

Luas tanah 128m2

Luas bangunan 64m2

2,5 lantai

3 kamar tidur

3 kamar mandi

Dapur

Ruang tamu

Carport

Akses mudah dekat dengan pintu tol

15 menit pintu tol jatiwarna

10 menit pintu tol jatiasih

10 menit tol jati bening

10 menit stasiun LRT cikunir 1

Bebas banjir

Dekat pusat kuliner, minimarket, sekolah negeri, kantor kelurahan, aset mumpuni bekasi kota







#rumahmurah #rumahmurahdijatiasih #rumahbagus #rumahbagusdijatiasih 
#rumahdijual #rumahdijualdijatiasih #rumahdijualmurah #rumahdijualcepat 
#rumahsiaphuni #rumahlingkunganasri #rumahcantik #rumahdijatiasih 
#rumahminimalis #rumahbaru #rumahlama #rumahmewah #rumahdalamkomplek 
#rumahbrandnew #rumahlux #rumah #jatiasih #rumahadahalaman #halamanluas 
#kolamrenang #rumahadakolamrenang
                                    "
88,06-04-2021,https://www.rumah.com/listing-properti/dijual-rumah-murah-di-bintara-oleh-diek-prayudi-18204625,375000000,Bekasi,40,80,2,1,0,0,1,0,1300,SHM,Rumah Murah di Bintara,"Rumah 2 lantai SIAP HUNI

Foto dan akses lokasi ada di slide silahkan anda geser geser.



Mohon diperhatikan dengan seksama agar tdk menanyakan yg sudah ada di iklan.Terimakasih.



Rumah dalam PERKAMPUNGAN bukan Komplek.

Spek:

LT 40

LB 80

KT 2

KM 1

Garasi

Pompa Air

1300 watt



Bebas Banjir

Akses 1 Mobil



350jt Cash Keras.

Tidak KPR ya Om/tante

KPR Pribadi 375jt, DP nya 125jt sisanya cicil ke developer 2 thn.



Harga sdh termasuk :

SHM

BPHTB

Notaris



Segera miliki 1 unit lagi

Hubungi Mas Prayudi
                                    "
89,06-04-2021,https://www.rumah.com/listing-properti/dijual-candani-srimaya-summarecon-bekasi-asri-menawan-hati-oleh-herrygo-harsono-16211343,405900000,Bekasi,60,30,2,1,0,0,1,0,1300,Strata,Candani Srimaya Summarecon Bekasi asri menawan hati,"#SRIMAYA RESIDENCE. CLUSTER CANDANI Summarecon Bekasi.

""HUNIA IDEAL KAUM MILENIAL. LINGKUNGAN NYAMAN HARGA MENAWAN"".

Double Gate system.

hubungi herry go di 08568168833



Harga hanya : Rp. 405.900.000

Srimaya Residence merupakan sebuah kawasan hunian terpadu yang asri dan 
modern di Jalan Pangkalan 6, Narogong Raya Bekasi. Persembahan terbaru 
developer ternama PT. Summarecon Agung Tbk.



Cluster CANDAN dijual dengan 2 type rumah yaitu ukuran tanah 6x10 dan 7x10, bangunan 1 lantai, harga dijual mulai 3 jutaan.



Srimaya Residence dapat di akses 30 menit melalui jalan tol Cikampek exit Bekasi Barat dan jalan tol Jagorawi exit Jati Asih.

Kedepannya Srimaya juga bisa mendapatkan akses jauh lebih dekat dengan 
dibangunnya tol penghubung Cimanggis-Cileungsi, dimana akan ada pintu 
exit langsung di jalan Narogong Raya, hanya berjarak sekitar 3KM dari 
Srimaya Residence.

hubungi herry go di 08568168833



Srimaya Residence dengan konsep hunian cluster yang rapi, hijau, aman, 
nyaman dan dengan sistem pengelolaan air mandiri oleh Summarecon 
sendiri. Dengan luas 15 Ha yang jika dimaksimalkan bisa dibangun sekitar
 5 cluster. Srimaya Residence hanya akan dibangun 3 cluster dan sisa 
lahannya untuk fasilitas yang bisa dinikmati oleh penghuni, sebut saja 
danau, taman, arena olahraga, ruang multi fungsi, dll.

hubungi herry go di 08568168833



Tipe Laksmi Basic

LT 60 m2 (6x10), LB 30 m2.

2KT, 1KM. Harga  405.900.000



Tipe Padmarini Deluxe

LT 70 m2 (7x10), LB 38 m2.

2KT, 1KM. Harga 509.300.000



Cara Bayar Srimaya Residence Summarecon 

- Tunai Keras.

- KPR

- Bertahap 24 x.

- KPR DP 15% cicil   8 x

- Bertahap pakai SFK



Hubungi :

Herry Go

HP/ WA  :  08568168833

HP/ WA  :  089655028833

Email      :  herrygo.harsono@gmail.com

Email      :  herrygoharsono@yahoo.com

Ray White Summarecon Bekasi

#1Topagenporoperty

#1Topagensummareconbekasi</
                                    "
90,06-04-2021,https://www.rumah.com/listing-properti/dijual-chihana-vasanta-apartemen-jepang-di-timur-jakarta-oleh-herrygo-harsono-16597490,550000000,Bekasi,,30,1,1,0,0,0,0,1300,Strata,Apartemen Jepang pertama di Timur Jakarta,"Chihana Vasanta Innopark.

Kota Jepang ASLI pertama di Timur Jakarta



MITSUBISHI CORPORATION HAS JOINDED VASANTA INNOPARK



Lokasi  VASANTA INNOPARK SANGAT STRATEGIS

Tepat di Cibitung Interchange, serta di dalam Kawasan Industri MM2100 
(Terbesar se-Asia Tenggara) Interchange ini akan menjadi ""Semanggi baru""
 di Koridor Timur yang menghubungkan ke empat penjuru kawasan,

Utara ke:

            Tanjung Priok, Selatan ke

            Bogor, Timur ke Cikampek    

            dan Jawa, serta Barat ke

            pusat Jakarta.



☂ CAPTIVE MARKET yg BESAR.

            MITSUBISHI CORPORATION 

            SANGAT YAKIN dapat 

            menghadirkan hunian yang

            berkualitas dan

            sekaligus menjadi pusat

            komunitas bagi ekspatriat

            Jepang
                                    "
91,06-04-2021,https://www.rumah.com/listing-properti/dijual-grand-wisata-celebration-oleh-herrygo-harsono-17743898,956695000,Bekasi,66,65,3,2,0,0,2,0,2200,HGB,Monte Torena Berkelas di Grand Wisata,"Monte Torena Grand Wisata



Hanya Hubungi Herry Go, Anda bisa pergp ke Monte Torena show unit at Grand Wisata Bekasi.



Rumah design modern classic mengusung konsep new normal lifestlye dilokasi paling strategis di Grand Wisata.

Hanya 1 menit ke Living World Mall.



Hadir dengan 2 pilihan ukuran rumah.

LT.66/ LB.65 (6x11m)

 3 KT/ 2 Kmd, 2 Carport, Free Canopy, 2 Carport

Harga  :   Rp. 956.696.000



LT.98/ LB.85 (7x14m)

4+1 KT, 3+1 Kmd, 2 Carport, Free Canopy,

2 Carport

Harga  :  Rp. 1.334.435.000



Harga mulai Rp. 900 jutaan.

Diskon harga perdana utk waktu yg sangat terbatas.



Hanya hubungi Herry Go Anda Akan mendapat Rumah Mewah Bagus di MONTE TORENA.



Herry Go

Ray White Summarecon Bekasi

HP/ WA  :    08568168833

HP/ WA  :   089655028833

E  :  herrygo.harsono@gmail.com

E  :  herrygoharsono@yahoo.com
                                    "
92,06-04-2021,https://www.rumah.com/listing-properti/dijual-di-jual-cepat-rumah-di-aralia-2lantai-oleh-olin-wei-18438694,2200000000,Bekasi,160,225,3,4,1,0,0,2,4400,SHM,"Lingkungan sangat baik. Dekat Sekolah, RS.umum dan pusat belanja.","DI JUAL CEPAT RUMAH DI ARALIA   2LANTAI

LT  160m

LB  225m

KT  3+1

KM  4

PAM 

LISTRIK 4400Watt

GARASI MOBIL 2

SHM

Include  Furniture Kamar Tidur Anak dan Kitchen Set

HARGA 2,2M

LANGSUNG OWNER

#rony A



Hub: Olin Wei      

         0816-1622-336
                                    "
